,text,detection,location
949,All I ask is a chance to prove that money can ' t make me happy .,0,-1
950,There ' s no such thing as a free lunch .,0,-1
951,""" I ' d like to buy a schwa , Pat . """,0,-1
952,Virginity IS curable if detected early . . .,0,-1
953,Practice what you preach .,0,-1
955,Your secrets are safe with me because I literally won ' t remember them . This also applies to your birthday . Your birthdays are safe with me .,0,-1
956,"Not to brag , but my antics at work resulted in several items being added to the employee manual .",0,-1
959,Your smile must be a black hole . Nothing can escape its pull .,0,-1
961,Drink coffee ! Do stupid things faster with more energy !,0,-1
962,"The more people I meet , the more I like my dog .",0,-1
963,Failure is the stepping stone for success .,0,-1
965,Women who seek to be equal to men lack ambition .,0,-1
967,"No pain , no gain .",0,-1
971,"If you ' re looking for a sign from god , this is it .",0,-1
975,I buy a lot of ringtones for someone who hasn ' t answered a phone call for ten years .,0,-1
976,"Doctor , Doctor I feel like a pair of curtains - Well pull yourself together then . Next .",0,-1
978,"If you got tired of living , don ' t share your thoughts with all your friends . They might not give you a chance to change your mind .",0,-1
980,"Dear Santa , all I want is your list of naughty boys .",0,-1
982,People only throw stones at trees with fruit on them .,0,-1
985,I don ' t think it ' s rude to ask someone from an online dating site to send a picture posing with a copy of today ' s newspaper .,0,-1
986,Fear the man of one book .,0,-1
988,A celebrity is someone who works hard all her life to become known and then wears dark glasses to avoid being recognized .,0,-1
990,The trouble with learning from experience is that you never graduate .,0,-1
995,What nationality is Santa ? North Polish .,0,-1
997,Children are uncertain comforts but certain cares .,0,-1
1000,There are 2 kinds of people : pessimists and fools . . . .,0,-1
1001,It ain ' t over till the fat lady sings .,0,-1
1002,Rap videos are completely unrealistic . Nobody has that many friends .,0,-1
1003,Tip : Never take a beer to a job interview .,0,-1
1005,It wasn ' t my fault your wife wandered into my house !,0,-1
1006,"If I had a dollar for every time I had an existential crisis , it wouldn ' t matter because currency is a social construct and life is meaningless .",0,-1
1007,"If you get in the mood to do some work , someone will always wake you up .",0,-1
1011,Tagline dispenser temporarily out of order .,0,-1
1012,A dentist with a toothache could have a bad impact on his patients .,0,-1
1015,"My father always thought laughter was the best medicine , which I guess is why several of us died of tuberculosis .",0,-1
1018,"If you ' re waiting for something to turn up , try your sleeves .",0,-1
1021,As confused as a baby at a topless bar .,0,-1
1022,"I have been waiting for the bus for so long , someone just stapled a lost cat flyer to my chest .",0,-1
1023,"Despite the cost of living , have you noticed how it remains so popular ?",0,-1
1024,"There are all types of love in this world , but never the same love twice .",0,-1
1026,Q : What do you call six blondes placed ear to ear ? A : A wind tunnel .,0,-1
1028,The cosmetic student was sick on the day of the final exam . Now she has to take a make up exam .,0,-1
1029,An apple a day keeps the doctor away .,0,-1
1030,Q : River Ravi flows in which state ? A : Liquid .,0,-1
1033,Hell is full . The damned are now in Tech Support .,0,-1
1036,"No matter how bad you are playing , it is always possible to play worse .",0,-1
1037,It ' s uncomfortable when the neighbor ' s kids look like you .,0,-1
1038,"I ' d love to , but I ' m observing National Apathy Week .",0,-1
1039,"I just let my mind wander , and it didn ' t come back .",0,-1
1040,There is a pigeon walking up the driveway . I don ' t care what he wants . I ' m not answering the door .,0,-1
1041,The best is cheapest .,0,-1
1046,"Quick at meat , quick at work .",0,-1
1047,"When people don ' t make sense , listen to music . It always does .",0,-1
1050,Tennis players don ' t marry because love means nothing to them .,0,-1
1051,Help wanted : telepath . You know where to apply .,0,-1
1052,Insanity is hereditary . You get it from your kids .,0,-1
1053,This day was a total waste of makeup .,0,-1
1056,My dad finally left me a voicemail where he didn ' t introduce himself . I think we ' re getting closer .,0,-1
1059,Beggars can ' t be choosers .,0,-1
1063,For a chronically absent employee : It seemed her career was just taking off .,0,-1
1064,"No Credit , Bad Credit ? No Problem . No Money ? Problem .",0,-1
1069,"She was always calling for her twins , ' ' on the double . ' '",0,-1
1070,Strike while the iron is hot .,0,-1
1071,What kind of bee is uncertain ? A maybe .,0,-1
1075,Nothing succeeds like success .,0,-1
1076,"If a job is worth doing , it is worth doing well .",0,-1
1077,Sign at a deer crossing : The Buck Stops Here .,0,-1
1079,Yesterday a clown held the door for me . That was such a nice jester .,0,-1
1080,"If at first you do succeed , try not to look too astonished .",0,-1
1087,All are not friends who speak one fair .,0,-1
1089,A book is a friend .,0,-1
1091,Honor your mother and father rather than major credit cards .,0,-1
1094,Philosophy : unintelligible answers to insoluble problems,0,-1
1095,A newspaper is a collection of half - injustices ,0,-1
1096,There is no such thing as bravery ; only degrees of fear .,0,-1
1097,Florida bumper sticker : don ' t shoot ! I ' m local !,0,-1
1098,"Keep your friends close , but your enemies closer .",0,-1
1099,"If fortune has turned her back on you , you can do whatever you want behind her back .",0,-1
1101,Transitional age is when during a hot day you don ' t know if you want ice cream or beer .,0,-1
1104,"Great beer bellies are made , not born .",0,-1
1106,Reason does not come before years .,0,-1
1107,You don ' t need a parachute to skydive . You only need a parachute to skydive twice .,0,-1
1108,"It is not what you say , it is the way you say it .",0,-1
1112,"If you think there is good in everybody , you probably haven ' t met everybody .",0,-1
1113,The building inspector said whoever installed the water pipes was plumb loco .,0,-1
1115,"It said "" Insert disk # 3 "" , but only 2 will fit !",0,-1
1116,Reading while sunbathing makes you well red .,0,-1
1117,Sin enough and you will become dead to it .,0,-1
1118,"Limit Congress to 2 terms : one in office , one in jail !",0,-1
1120,The state police highway officer worked tirelessly in the heavy rain to assist a lady whose car was stuck in a ditch . He was a real trooper .,0,-1
1121,Bitter pills may have blessed effects .,0,-1
1125,They who would be young when they are old must be old when they are young .,0,-1
1129,A fool with a tool is a well - equipped fool,0,-1
1131,"I idiot - proof my programs , but along comes a bigger idiot .",0,-1
1137,Cobblers children are worst shod .,0,-1
1138,"Follow glory and it will flee , flee glory and it will follow thee .",0,-1
1142,Cats are smarter than dogs . . . You won ' t see eight cats pulling a sled .,0,-1
1143,His assistant couldn ' t attend because he was drunk .,0,-1
1145,""" Very funny , Scotty . Now beam up my clothes . """,0,-1
1146,"A Crucifix ? Oy vey , have YOU got the wrong vampire . . .",0,-1
1149,""" Happiness is a warm puppy , "" said the anaconda .",0,-1
1150,Compatible : Blows up a little later than Incompatible,0,-1
1152,"Press any key to continue . . But my computer doesn ' t have an "" any "" key .",0,-1
1157,Pride comes before the fall .,0,-1
1158,The whole office was laid off by the angry manager .,0,-1
1159,Do NOT look into laser with remaining eye . .,0,-1
1163,Old men retire after sixty .,0,-1
1165,Everything went downhill from there .,0,-1
1167,"Nothing ventured , nothing gained .",0,-1
1169,Tomorrow is another day .,0,-1
1170,"When thy friend asks , let there be no to - morrow .",0,-1
1176,"If you want enemies excel others , if you want friends let others excel you .",0,-1
1180,You don ' t shit where you eat .,0,-1
1181,The ghosts have been busted from this haunted house .,0,-1
1185,The lawyer recovered from his nasty cold .,0,-1
1187,Policeman came looking for you yesterday ! ,0,-1
1188,A belly button is for salt when you eat celery in bed .,0,-1
1189,A lie can be halfway around the world before the truth gets its boots on .,0,-1
1193,The thief robbed all the cheese and wine from the store .,0,-1
1196,"A family went to watch a movie at the theatre , it was a bonding experience .",0,-1
1199,The most expensive component is the one that breaks .,0,-1
1202,The eye looks but it is the mind that sees .,0,-1
1204,An ounce of discretion is worth a pound of wit .,0,-1
1205,"If there is no God , who pops up the next Kleenex ?",0,-1
1206,"Sherry is a good drink for the weekends , am I right ?",0,-1
1207,No news is good news .,0,-1
1208,You may use this opinion for a two week trial period .,0,-1
1210,Deal gently with the bird you mean to catch .,0,-1
1212,Holiday decorations are red and green .,0,-1
1216,Better the devil you know ( than the one you don ' t . ),0,-1
1218,"If a program is useful , it will have to be changed .",0,-1
1220,""" Well done "" is better than "" well said "" .",0,-1
1221,Rule 1 : Don ' t sweat the small stuff . Rule 2 : Everything is small stuff,0,-1
1223,Like cures like .,0,-1
1226,A husband is a lover who pushed his luck too far .,0,-1
1228,The wish is father to the thought .,0,-1
1230,None but the brave deserve the fair .,0,-1
1233,It is the early bird that gets the worm .,0,-1
1234,If you walk along a railroad track you may soon feel run down .,0,-1
1235,Make the best of a bad bargain .,0,-1
1240,"No man is born into this world , whose work is not born with him .",0,-1
1242,"If it screams , it ' s not food , yet . . . .",0,-1
1243,"My name is Victor , and I ' m a winner in everything I do .",0,-1
1244,My name is Faith . I ' m a minister .,0,-1
1245,The state funeral remains to be seen .,0,-1
1248,If you send a letter to the Philippines put it in a Manila envelope .,0,-1
1250,Never lie to your lawyer .,0,-1
1252,"Do not merely believe in miracles , rely on them .",0,-1
1253,It has been discovered that sales of irons are decreasing .,0,-1
1255,"He that will not when he may , when he will he may have nay .",0,-1
1256,An ounce of prevention is worth a pound of cure .,0,-1
1258,Anyone who remembers the 60 ' s . . . wasn ' t there .,0,-1
1266,When talking nonsense try not to be serious .,0,-1
1269,The underworld is a dangerous place for gangsters .,0,-1
1271,The newspaper doesn ' t put in Politics what is Classified .,0,-1
1272,"If there is a hypocrite between you and the church , he is closer to god than you .",0,-1
1273,All roads lead to Rome .,0,-1
1276,My group of cats will eat anything .,0,-1
1280,He that would eat the kernel must crack the nut .,0,-1
1285,Good swimmers are often drowned .,0,-1
1286,The cardiologist looks repulsed at the mess .,0,-1
1288,"A woman cries before the wedding , a man after .",0,-1
