location	score
11.0	"[[ 0.03639816  0.03639816  0.01522784  0.01522784  0.00919413 -0.01626576
  -0.01681645 -0.01933056 -0.03445068 -0.03445068]
 [ 0.23333043  0.23333043  0.13398766  0.13398766  0.09880326  0.09880326
  -0.01269002 -0.01269002 -0.02418141 -0.02418141]
 [ 0.12237907  0.11127944  0.11127944  0.10969002  0.10969002  0.06280393
   0.06280393  0.04944352  0.02644524 -0.02002136]
 [ 0.13242563  0.13242563  0.06507969  0.06507969 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [-0.04777573 -0.04777573 -0.05305551 -0.05305551 -0.05877543 -0.06854413
  -0.07342011 -0.07630457 -0.07774327 -0.07774327]
 [ 0.39038288  0.33258788  0.05060902 -0.00165927 -0.05445273 -0.05445273
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [-0.04777573 -0.04777573 -0.05305551 -0.05305551 -0.05877543 -0.06854413
  -0.07342011 -0.07630457 -0.07774327 -0.07774327]
 [ 0.53753191  0.46532492 -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.20462697  0.09335428  0.0797259   0.01903092 -0.04603781 -0.06581155
  -0.06581155 -0.07230183 -0.08724639 -0.09044646]
 [ 0.47463336  0.29638547  0.25762068  0.20962724  0.15163928  0.14543468
   0.13522715  0.07842156  0.07842156  0.06787712]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
9.0	"[[ 0.37522554  0.36970659  0.33732219  0.24745941  0.22921338  0.22921338
   0.21139912  0.15538947  0.15219086  0.12043435]
 [ 0.23865633  0.23178877  0.03231799  0.0248495  -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.46955397  0.46361516  0.06974668 -0.027889   -0.05279338 -0.05279338
  -1.         -1.         -1.         -1.        ]
 [ 0.43533472  0.43533472  0.23519976  0.22657258 -0.0487559  -0.06167937
  -0.07089274 -0.11117923 -0.11117923 -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.53642959  0.46024779  0.45964428  0.45834021  0.45069371  0.37913404
   0.2560797   0.18451405  0.15115173  0.12029537]
 [ 0.61915904  0.60246994  0.34267687  0.33013829  0.25324609  0.24993032
   0.24993032  0.19772277  0.17080635  0.17080635]
 [ 0.34406123  0.34060326  0.13812214  0.13812214  0.10032281  0.09947494
  -0.09108293 -0.09108293 -1.         -1.        ]
 [ 0.34214282  0.34149676  0.03892679  0.0130363  -0.09103873 -0.09103873
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
9.0	"[[ 0.46419555  0.41649696  0.40043308  0.36112665  0.31935155  0.31935155
   0.25835726  0.20971266  0.14972232  0.14972232]
 [ 0.27578424  0.21225899 -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.34527535  0.17605089 -0.04267807 -0.04267807 -0.05195821 -0.10144871
  -1.         -1.         -1.         -1.        ]
 [ 0.31656545  0.30910641  0.21036073  0.21036073  0.18864293  0.18864293
   0.16019539  0.14246352  0.03617506  0.03617506]
 [ 0.5079884   0.49842145  0.3898244   0.09639028  0.09639028 -0.02757321
  -0.02900493 -0.02900493 -0.05669645 -1.        ]
 [ 0.46419555  0.41649696  0.40043308  0.36112665  0.31935155  0.31935155
   0.25835726  0.20971266  0.14972232  0.14972232]
 [ 0.59424004  0.59111639  0.55160749  0.48571255  0.47772976  0.40844657
   0.39410607  0.39277618  0.31420003  0.22686328]
 [ 0.37815408  0.37498614  0.0122252  -0.0256863  -0.04418969 -0.04418969
  -1.         -1.         -1.         -1.        ]
 [ 0.55790659  0.54935139  0.34128768  0.10332828  0.10164638  0.04593377
   0.04593377 -0.00731731 -0.02063239 -0.02190771]
 [ 0.22672485  0.20467622  0.010707   -0.01622942 -0.03428852 -0.03428852
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
20.0	"[[-4.08568869e-02 -4.08568869e-02 -9.45459276e-02 -9.45459276e-02
  -1.02788680e-01 -1.02788680e-01 -1.65163652e-01 -1.65163652e-01
  -1.76045480e-01 -1.76045480e-01]
 [ 1.67475386e-01  1.67475386e-01  1.33078700e-01  1.23221617e-01
   3.42051695e-02 -6.46506710e-02 -1.16086159e-01 -1.18204803e-01
  -1.18204803e-01 -1.00000000e+00]
 [ 3.16931848e-01  3.16931848e-01  2.90175934e-01  6.37992581e-02
   6.08956127e-02  6.00029763e-02  5.53220039e-02  4.17888863e-02
   4.06628427e-02  3.84050751e-02]
 [ 1.06075211e-01  9.51491919e-02 -8.10259030e-02 -8.10259030e-02
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 1.10335307e-01  1.10335307e-01  9.00380205e-02  9.00380205e-02
   8.20588962e-02  7.86812583e-02  7.86812583e-02  7.01924111e-02
   7.01924111e-02  5.60031541e-02]
 [-4.08568869e-02 -4.08568869e-02 -9.45459276e-02 -9.45459276e-02
  -1.02788680e-01 -1.02788680e-01 -1.65163652e-01 -1.65163652e-01
  -1.76045480e-01 -1.76045480e-01]
 [ 1.95250227e-01  1.34860544e-01  5.58797359e-02  5.58797359e-02
   1.27392879e-02 -2.33229113e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 2.72584171e-01  3.45320522e-02  2.89761921e-03  1.81212013e-03
  -1.32303971e-02 -5.57709527e-02 -9.65504742e-02 -9.65504742e-02
  -1.00000000e+00 -1.00000000e+00]
 [ 4.26206758e-01  3.89814213e-01 -6.12678882e-02 -6.94134824e-02
  -1.04092541e-01 -1.20578443e-01 -1.53557561e-01 -1.53557561e-01
  -1.00000000e+00 -1.00000000e+00]
 [ 1.10335307e-01  1.10335307e-01  9.00380205e-02  9.00380205e-02
   8.20588962e-02  7.86812583e-02  7.86812583e-02  7.01924111e-02
   7.01924111e-02  5.60031541e-02]
 [-2.59454825e-02 -2.84512032e-02 -2.84512032e-02 -4.49599938e-02
  -5.74350157e-02 -6.12376040e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 6.05121800e-01  5.75919028e-01  5.50365978e-01  6.64287401e-02
   6.64287401e-02  1.43897330e-05  1.43897330e-05 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 8.53421096e-02  8.53421096e-02  5.08546197e-02 -4.44142483e-02
  -4.51024401e-02 -1.09448592e-01 -1.12020279e-01 -1.43295539e-01
  -1.43295539e-01 -1.49216983e-01]
 [ 1.23431542e-02  1.17661895e-02 -6.46606933e-02 -6.46606933e-02
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 2.50414187e-01  2.43811186e-01  2.00024595e-01  2.00024595e-01
   1.75981505e-01  1.71451173e-01  1.71451173e-01  1.65030028e-01
   1.65030028e-01  1.57258705e-01]
 [ 9.47654067e-02  3.46676820e-02  2.55034188e-02  2.43507486e-02
   2.02858448e-02 -1.53495357e-01 -1.55793368e-01 -1.85323627e-01
  -1.85323627e-01 -1.00000000e+00]
 [ 3.93037078e-01  3.93037078e-01  1.63502919e-01  1.63502919e-01
   1.07104204e-01  1.07104204e-01  7.48313186e-02  4.75503937e-02
  -1.52129549e-01 -1.52129549e-01]
 [ 9.04336927e-02  9.04336927e-02  6.79832510e-02  6.79832510e-02
   2.31892436e-03  2.31892436e-03 -8.39648227e-02 -8.39648227e-02
  -1.39411811e-01 -1.39411811e-01]
 [ 4.11001064e-01  3.99557444e-01 -7.17255852e-02 -8.35588773e-02
  -1.22867801e-01 -1.45149562e-01 -1.48673174e-01 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 3.91828281e-01  3.80929642e-01  3.33843249e-01  1.03247031e-01
   1.00719469e-01  8.11041786e-02  6.97722442e-02  6.72751051e-02
   6.22635940e-02  6.22635940e-02]
 [ 3.88099823e-01  2.97248158e-01  7.94810551e-02  4.29504000e-02
  -5.02944242e-02 -5.02944242e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]]"
12.0	"[[ 0.6200688   0.61260735  0.55905464  0.40583157  0.32180377  0.29439426
   0.24741117  0.19032824 -0.07501054 -0.07501054]
 [ 0.24611256  0.22441438  0.21918629  0.20314206  0.20314206  0.19808923
   0.19788225  0.1969728   0.19385693  0.19128177]
 [ 0.37996992  0.37996992  0.20693445  0.20693445  0.12449529  0.0474139
  -0.03587834 -0.05945877 -0.05945877 -0.13632083]
 [ 0.34669655  0.34669655 -0.05556766 -0.06365697 -0.06554049 -0.0705529
  -1.         -1.         -1.         -1.        ]
 [ 0.25256489  0.25030924 -0.05942485 -0.06751935 -0.07824462 -0.08125088
  -0.08419445 -0.1009333  -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.6122224   0.60392323  0.55642888  0.53638394  0.51593781  0.49556311
   0.49556311  0.49470747  0.45713104  0.45713104]
 [ 0.07060309  0.06390727  0.0131643  -0.0033502  -0.03439731 -0.03439731
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.30146178  0.30146178  0.20593814  0.20593814 -0.07977066 -0.07977066
  -1.         -1.         -1.         -1.        ]
 [ 0.41286053  0.34631602  0.06494576  0.01009333 -0.02281606 -0.07253175
  -0.07253175 -1.         -1.         -1.        ]
 [ 0.25696182  0.02292208  0.00809468 -0.00493961 -0.00971303 -0.01350181
  -0.01841306 -0.02177878 -0.0231075  -0.02516987]
 [-0.00810795 -0.00810795 -0.09935357 -0.10859728 -0.16417788 -0.16417788
  -1.         -1.         -1.         -1.        ]
 [ 0.53360356  0.52404873  0.43996784  0.43797954  0.43797954 -0.04671425
  -0.04671425 -0.10435017 -0.10435017 -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
8.0	"[[ 0.33596383  0.23524253  0.22918843  0.15012033  0.0666567  -0.01816709
  -0.01816709 -1.         -1.         -1.        ]
 [ 0.33975318  0.31025163  0.18985419  0.18985419 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.0795789   0.07140379  0.07140379  0.06790203  0.06790203  0.05222443
  -0.04425471 -0.04425471 -1.         -1.        ]
 [ 0.30250001  0.30250001  0.29118799  0.29118799  0.04418151  0.04418151
  -0.00343575 -0.00343575 -0.02416015 -0.02416015]
 [ 0.0795789   0.07140379  0.07140379  0.06790203  0.06790203  0.05222443
  -0.04425471 -0.04425471 -1.         -1.        ]
 [ 0.15098012  0.15098012  0.14448608  0.13585956  0.11711508  0.11711508
   0.09770131  0.09770131  0.08722255  0.08296433]
 [ 0.29276738  0.29276738  0.04361017  0.04361017  0.03721021  0.03721021
   0.03523381  0.02784414 -0.02842243 -0.04089675]
 [ 0.24027055  0.24027055  0.06808938  0.06808938  0.06098884  0.03745616
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
9.0	"[[ 0.41546435  0.38433416  0.34206792  0.25521766  0.23580709  0.23580709
   0.23445198  0.19420413  0.16920202  0.16920202]
 [ 0.38708076  0.3757434   0.20544031  0.20511673  0.19108442  0.18579082
  -0.0812494  -0.0812494  -1.         -1.        ]
 [ 0.24241749  0.23235205  0.0976948   0.09145108  0.05953945  0.02585189
  -0.02358671 -0.02358671 -0.06011473 -1.        ]
 [ 0.4286591   0.42799543  0.03084412 -0.04479498 -0.04479498 -0.04795739
  -1.         -1.         -1.         -1.        ]
 [ 0.41363956  0.38030093  0.32506155  0.32506155 -0.02173609 -0.0296141
  -0.05142582 -0.05142582 -0.06149323 -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.68610149  0.60549459  0.56474516  0.53923398  0.47701961  0.47524247
   0.4121935   0.33213084  0.23576865  0.14484245]
 [ 0.66959554  0.66635038  0.48773064  0.47339813  0.35925419  0.35261724
   0.35261724  0.28685815  0.28685815  0.18627395]
 [ 0.34950891  0.25088398  0.17393323  0.09957269 -0.08689772 -0.09117723
  -1.         -1.         -1.         -1.        ]
 [ 0.47711119  0.43657179  0.43120522  0.37449684  0.0238409  -0.00814894
  -0.00814894 -0.0138429  -1.         -1.        ]]"
10.0	"[[ 3.05598079e-01  3.05598079e-01  2.37497994e-01  2.37497994e-01
  -1.02297579e-02 -1.02297579e-02 -4.47878706e-02 -4.47878706e-02
  -2.09042196e-01 -2.09042196e-01]
 [ 3.13864812e-01  2.95004949e-01  1.94891713e-02  1.94891713e-02
   1.40650757e-02  1.40650757e-02 -5.11050289e-02 -7.34817017e-02
  -1.00000000e+00 -1.00000000e+00]
 [ 2.30921301e-01  2.30921301e-01  2.16813466e-01  2.16813466e-01
   1.77226184e-01  1.77226184e-01  1.37945069e-01  1.37945069e-01
   5.73222101e-02  1.96084868e-02]
 [ 1.64051202e-01  1.64051202e-01  1.41257574e-01  1.41257574e-01
   7.04780218e-02  7.04780218e-02  6.79044625e-02  6.79017997e-02
  -1.00000000e+00 -1.00000000e+00]
 [ 2.51886677e-01  2.41400670e-01 -2.13790836e-02 -3.57819517e-02
  -3.57819517e-02 -7.71449253e-02 -9.12438700e-02 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.11609625e-01  4.11609625e-01 -2.89195757e-02 -2.89195757e-02
  -3.59802085e-02 -7.07143826e-02 -7.07143826e-02 -1.31658186e-01
  -1.00000000e+00 -1.00000000e+00]
 [ 3.05598079e-01  3.05598079e-01  2.37497994e-01  2.37497994e-01
  -1.02297579e-02 -1.02297579e-02 -4.47878706e-02 -4.47878706e-02
  -2.09042196e-01 -2.09042196e-01]
 [ 3.31250533e-01  3.31250533e-01  1.18831626e-01  8.91230872e-02
   4.07099370e-02  3.96038786e-02 -3.40657749e-02 -4.64624032e-02
  -5.49740469e-02 -7.32147098e-02]
 [ 2.95316840e-01  2.95316840e-01  1.25957587e-02  5.80826667e-03
   9.44353589e-04 -5.90025012e-03 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 3.22424992e-01  2.84140535e-01  2.27401612e-01  1.98116903e-01
   8.60612977e-02  7.15738503e-02  6.06464045e-02  2.22702135e-02
  -1.46729466e-02 -1.71962114e-02]
 [ 2.65511507e-01  2.65511507e-01  3.35453454e-02  3.35453454e-02
  -4.86199587e-03 -4.86199587e-03 -4.30025380e-02 -9.62471537e-02
  -1.09660097e-01 -2.15763181e-01]
 [ 1.97406427e-01  1.52016768e-01  1.39871006e-01  1.30914803e-01
   2.28710257e-02  2.28710257e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]]"
8.0	"[[ 0.3179787   0.30107984  0.27363813  0.19619742  0.17318392  0.16315856
   0.16315856  0.14049092  0.12062176  0.10910464]
 [ 0.20948906  0.18221221 -0.04122459 -0.05678826 -0.06620451 -0.06620451
  -1.         -1.         -1.         -1.        ]
 [ 0.43167144  0.42664297  0.13969219  0.04950191  0.04950191  0.0202889
  -1.         -1.         -1.         -1.        ]
 [ 0.44967476  0.44967476  0.21274     0.20609789  0.01217814 -0.03771149
  -0.03771149 -0.04550153 -0.06499795 -1.        ]
 [ 0.66227787  0.40892031  0.383653    0.37984375  0.35294646  0.34220646
   0.24112999  0.1772742   0.13296552  0.03634072]
 [ 0.6097341   0.59683393  0.40873711  0.406116    0.38717833  0.38717833
   0.28568858  0.20582545  0.20582545  0.20378161]
 [ 0.33250869  0.32279312  0.15681172  0.142678   -0.05633391 -0.05633391
  -1.         -1.         -1.         -1.        ]
 [ 0.0702651   0.02680461  0.01993064 -0.01841324 -0.03495963 -0.03495963
  -0.10665242 -0.10696492 -1.         -1.        ]
 [ 0.37142715  0.34184578  0.13029634  0.06446919  0.01309488  0.01309488
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
13.0	"[[ 3.53407201e-01  2.19522943e-01  1.84566659e-01  8.65583027e-04
   8.65583027e-04 -7.94442978e-04 -7.94442978e-04 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 3.99466833e-01  3.87173071e-01  2.95481471e-01  8.53289250e-02
   3.89583268e-02  2.48898333e-02  2.48898333e-02 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.24565090e-01  4.03950438e-01  3.85225886e-01  1.00456971e-01
   9.96945454e-02  1.68410452e-02 -7.58623502e-04 -5.02050157e-02
  -5.02050157e-02 -1.00000000e+00]
 [ 4.45374245e-01  4.45374245e-01  1.01523505e-01  1.01523505e-01
  -6.35355972e-03 -6.35355972e-03 -8.34805839e-03 -8.34805839e-03
  -2.88197374e-02 -2.88197374e-02]
 [ 4.65642797e-01  4.42113421e-01  1.45015456e-01  1.35617296e-01
  -5.64559769e-02 -7.82164214e-02 -9.14240640e-02 -1.18282206e-01
  -1.00000000e+00 -1.00000000e+00]
 [ 4.44890854e-01  4.44890854e-01  6.84180476e-02  6.84180476e-02
   6.76604548e-02  6.76604548e-02  5.74517076e-03  5.74517076e-03
  -4.79786496e-02 -4.79786496e-02]
 [ 2.43609356e-01  2.43609356e-01  7.03616776e-02  2.49561586e-02
   2.49561586e-02 -1.01400651e-01 -1.04282636e-01 -1.06340712e-01
  -1.11181071e-01 -1.00000000e+00]
 [ 3.20582668e-01  3.01042886e-01  1.40770451e-02  1.18984119e-02
   6.50791197e-03  6.50791197e-03 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 3.99466833e-01  3.87173071e-01  2.95481471e-01  8.53289250e-02
   3.89583268e-02  2.48898333e-02  2.48898333e-02 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 2.80304436e-01  2.80304436e-01  1.31517652e-01  1.05521041e-01
   9.20266456e-02  8.13670097e-02  8.13670097e-02  5.09204988e-02
   5.09204988e-02 -6.70073714e-02]
 [ 4.69829357e-01  4.61812247e-01  2.24666803e-01  7.67475283e-02
   7.67475283e-02  4.01034109e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 1.75112238e-01  1.75112238e-01  9.82870609e-02  9.82870609e-02
   6.27722563e-02  6.27722563e-02 -2.68122136e-02 -2.68122136e-02
  -4.90681644e-02 -7.70974311e-02]
 [ 4.52581269e-01  3.94828341e-01  5.93352802e-02  5.27060858e-02
  -5.50885446e-02 -5.50885446e-02 -6.92583825e-02 -6.92583825e-02
  -8.28477010e-02 -8.28477010e-02]
 [ 1.75112238e-01  1.75112238e-01  9.82870609e-02  9.82870609e-02
   6.27722563e-02  6.27722563e-02 -2.68122136e-02 -2.68122136e-02
  -4.90681644e-02 -7.70974311e-02]
 [ 3.99466833e-01  3.87173071e-01  2.95481471e-01  8.53289250e-02
   3.89583268e-02  2.48898333e-02  2.48898333e-02 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 2.34668485e-01  2.34668485e-01  1.06852477e-01  4.81905096e-02
   8.90926911e-03  8.90926911e-03 -3.23249059e-03 -3.23249059e-03
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]]"
8.0	"[[ 0.2532641   0.2532641  -0.0224491  -0.05273941 -0.05664114 -0.05819885
  -1.         -1.         -1.         -1.        ]
 [ 0.19995479  0.19694247  0.02642443  0.02642443  0.02150928 -0.00447194
  -0.01245722 -0.01459628 -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.18114183  0.18114183 -0.01831019 -0.01831019 -0.03265939 -0.03265939
  -0.04514282 -0.0852341  -0.09284957 -1.        ]
 [ 0.37251235  0.30797673  0.16623793  0.14281257  0.04217042  0.02325917
   0.02325917  0.01712172  0.01490135  0.01021273]
 [ 0.17459097  0.17459097  0.0681442   0.0681442   0.01746886  0.01746886
  -0.04840686 -0.04840686 -0.10392007 -0.11091017]
 [ 0.20324561  0.20324561  0.03596152 -0.06520412 -0.07286064 -0.08565407
  -1.         -1.         -1.         -1.        ]
 [ 0.25049447  0.24439579 -0.04940599 -0.06723273 -0.07913409 -0.11763259
  -0.11763259 -1.         -1.         -1.        ]
 [ 0.14907767  0.14907767  0.13266481  0.13266481  0.10463311  0.08857826
   0.05457955  0.05457955 -0.03830061 -0.03851991]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
